year,month,bias,rmse,mae,r
2019,01,0.00033054164816925737,0.000553242998024981,0.00038997237206385963,0.8663408320523495
2019,02,0.0003785433928126775,0.0006288382167340862,0.0004563495450145139,0.8406367438044885
2019,03,0.0002856962189738022,0.0004792393459535822,0.00035146553000122414,0.8249721427080087
2019,04,0.00025091069424563214,0.0004041777342560231,0.0003056833172386355,0.7272685022606753
2019,05,0.0002581176777271793,0.0004187151442307122,0.00031536508069518,0.7717525856986407
2019,06,0.0003461832921107437,0.0005010690232048892,0.0003784025436690863,0.8561491347264316
2019,07,0.00043513567579088746,0.0005816737414342776,0.0004561281190314248,0.8456643843565582
2019,08,0.0004307286333288853,0.0005864085056016907,0.0004488995346366618,0.8452188363708918
2019,09,0.00037174594049120443,0.0005472084218497485,0.00039615307521650354,0.85439221312697
2019,10,0.00029615357879538793,0.00046712647606641497,0.00033611170588501775,0.8630803416825736
2019,11,0.00030442134227790885,0.00046539587949322327,0.0003398350798809063,0.857718773916123
2019,12,0.0003098445005134602,0.0004905771798859549,0.00034939818756220183,0.8549912659956609
